b_mm,d_mm,rh0_s,fc_MPa,fy_MPa,M_kNm,es,c_d,b_d
657.5009531789947,643.0,0.1769655571608918,27.0,317.0,-3388.2242041802792,-0.0019567825082429766,2.8757186528259746,1.0225520267169435
907.117445512602,1304.0,0.5144788508852696,33.0,504.0,-1448678.197472412,-0.0027357391223776853,11.352418212610509,0.6956422128164126
1577.334102225969,1396.0,1.0915943193998145,48.0,371.0,-4933495.182220372,-0.002786275947622826,14.036791678952858,1.1298954887005508
947.6046277811943,558.0,0.7049789995109608,40.0,415.0,-285072.6081079068,-0.002733540237176607,11.258735533696214,1.6982161788193446
579.0707241646794,384.0,0.21239073832078903,39.0,531.0,-6751.059021784904,-0.0023197470848847425,4.410124430693107,1.507996677512186
605.9720637669451,930.0,0.28768885840687153,67.0,599.0,-46328.47631150314,-0.0023555659569731184,4.655247550097008,0.6515828642655324
1171.6693038147182,897.0,0.8661158974150507,39.0,581.0,-3126251.071957947,-0.002847542650642567,19.677634516434903,1.3062088113876458
1516.6251581410543,910.0,0.09705399208698551,24.0,344.0,7618.890343177095,-0.0014418886129173851,1.9254079168352376,1.6666210529022574
1021.4288531149411,969.0,1.0749965327576967,56.0,361.0,-1145020.9641041895,-0.002760818657792489,12.542784367340934,1.0541061435654708
2293.635166179512,1343.0,1.2555944224714446,68.0,457.0,-9409043.939404486,-0.0028035749502207177,15.273001093144801,1.7078445019951691
2172.4529803021464,1209.0,0.8688142123820186,54.0,343.0,-2125577.2885213397,-0.0026930498736831123,9.77357473670779,1.7969007281241907
2397.5753789822206,1208.0,0.2876301247196392,49.0,399.0,-151665.96400901707,-0.0022378735484349568,3.936354648023875,1.9847478302832953
481.05994504428367,1497.0,0.645661278451685,30.0,558.0,-2355385.4380241344,-0.002822548236137615,16.906002705763576,0.32134932868689625
417.60563308410605,434.0,0.19701893774338286,37.0,488.0,-3997.1684483171016,-0.002228956715808287,3.890832151070362,0.9622249610232858
480.58313840839696,860.0,1.0634813139025072,38.0,405.0,-867619.5139145064,-0.002824839025523771,17.127102706357306,0.5588176028004616
786.2223367123111,767.0,0.691474254704592,40.0,498.0,-647289.5369446257,-0.002773613483887149,13.251672632766397,1.0250617167044473
1955.8119357404462,1454.0,0.7824612975912867,67.0,577.0,-5532835.850960445,-0.0027540257408929735,12.196398155201523,1.345125127744461
707.6572969860194,1301.0,0.07349900423007538,51.0,506.0,25437.769706134783,-0.0006021523746163123,1.2511220347122598,0.5439333566379857
1415.3980045835515,1058.0,0.22861356640955144,21.0,587.0,-586598.7226703443,-0.00266081370123545,8.8446968846536,1.3378052973379504
1576.3169378832492,944.0,0.04784725739878182,35.0,436.0,19029.853199724883,0.0004225883946710305,0.8765295893222216,1.6698272647068317
2037.748357161759,1353.0,0.8161877247551632,64.0,415.0,-2670104.1393474983,-0.0026868190367503953,9.579126294496401,1.5060963467566586
762.4136847952034,909.0,0.8099093434798721,39.0,354.0,-600442.9692767664,-0.002732415572095837,11.211414742992702,0.8387389271674405
1803.8912567718146,1387.0,1.323718410177242,70.0,437.0,-7750785.9434278915,-0.002799426048279612,14.95707680019275,1.3005704807294987
2104.2378642937265,1334.0,0.8123452666418787,41.0,445.0,-5666960.748976102,-0.002781021638682826,13.699983788145703,1.5773897033686106
548.2744969297736,529.0,0.9065526584271905,48.0,337.0,-128621.11044763881,-0.0027166875628441777,10.58901624692881,1.036435721984449
1002.0662764453998,1366.0,0.23405717028945183,32.0,598.0,-411646.3447490782,-0.0025211088301661678,6.264471322452976,0.733577069140117
566.7825786318944,1204.0,0.6825537704853503,69.0,310.0,-139747.2726061163,-0.0024594895885015743,5.5503093671836465,0.47074965002649033
824.8659867588656,566.0,0.5032051279472812,35.0,321.0,-73193.4735495599,-0.0025579736886835558,6.786926305507449,1.4573604006340382
2139.3115555525383,1337.0,0.29929263916195636,70.0,387.0,11813.250667442171,-0.0019982840794552474,2.9948610563846696,1.6000834372120705
2124.0021594775344,1446.0,0.07264513813966222,61.0,451.0,99533.42725479968,8.603094254107656e-05,0.9721224627546224,1.4688811614644084
659.117550985819,508.0,1.0484718415798933,49.0,313.0,-164091.08262520947,-0.0027334779214026254,11.256103118316124,1.2974754940665727
587.7673477991111,969.0,0.2698169668133865,54.0,349.0,-1339.4979043135804,-0.0020286087875359573,3.0883540652896824,0.6065710503602798
1086.0688661156298,603.0,0.07750098413726225,56.0,503.0,9090.712996694769,-0.000618961807580561,1.259954590208239,1.8011092307058538
348.8668337222772,723.0,0.26839800292531846,28.0,520.0,-49174.934185704114,-0.0025651549669167494,6.899009467185644,0.48252674097133774
1175.2224171271607,1292.0,1.1164500684793512,64.0,553.0,-5661797.512311239,-0.0028281818355675057,17.46031922706678,0.9096148739374309
1197.0783092934994,621.0,0.15743134044747276,54.0,422.0,8473.913567594842,-0.0016231545018495245,2.1788937132233914,1.927662333805957
1713.820452090471,1262.0,0.04287599049629598,32.0,519.0,35893.18368304608,1.2162792243052633e-05,0.9959621066051362,1.3580193756659833
660.8352133799442,1274.0,0.6867327534208156,46.0,451.0,-983493.4646998165,-0.0027267708399920433,10.979794396442303,0.5187089586969734
1215.884349750869,1239.0,0.6990214180280826,28.0,440.0,-3135402.9279027027,-0.002802678695352541,15.203629457852513,0.981343300848159
1346.0533295736693,895.0,0.41158046611132093,66.0,541.0,-236369.98273425607,-0.0025087014834087908,6.10626716484916,1.5039702006409712
694.7868958834904,548.0,0.07303144911617232,57.0,516.0,4804.917949966432,-0.0004929166482606079,1.196609597330949,1.2678592990574642
1045.5386120787757,840.0,0.155373905750386,53.0,492.0,8547.552391530704,-0.001812939969428256,2.5272521378342243,1.2446888239033045
1713.7158047046855,1245.0,0.24120963451735788,30.0,345.0,-139640.22436510763,-0.0022317447875703496,3.9049523536746724,1.3764785579957313
1414.1955134255854,1203.0,0.11294532413031777,62.0,366.0,51422.12391449243,-0.000514029990293144,1.206772402034632,1.1755573677685665
1636.8462671392558,883.0,1.153132799587772,50.0,363.0,-2096552.3467424838,-0.00278895846696889,14.21521137053986,1.853733031867787
476.1172860633492,718.0,0.6161299478510773,32.0,555.0,-443655.4444946392,-0.002803982583230328,15.304762451415828,0.6631159973027148
465.49565731235225,629.0,0.8274010143138606,50.0,582.0,-413744.3999809919,-0.0028165512107673862,16.353337694673954,0.7400566888908621
962.3660555753731,734.0,0.19819909293839766,27.0,496.0,-58195.61984274562,-0.002404694998644647,5.0394335561935275,1.3111254163152222
786.2572800975993,871.0,0.0926038053676922,20.0,497.0,-9708.665962589497,-0.0020581019895034238,3.1850582192209704,0.9027064065414457
871.88508766326,638.0,0.2551323590139809,66.0,572.0,-15572.52978306748,-0.002250389089258882,4.002076219827151,1.366591046494138
2034.151964671227,1222.0,0.9373600604159034,32.0,383.0,-6106251.929015691,-0.002813295517625185,16.06817341416264,1.6646088090599238
1371.7239175045167,1179.0,0.792013130135753,68.0,485.0,-1701365.1991777217,-0.002706580934412682,10.224284485383025,1.1634638825313968
160.7810887489239,384.0,0.7516484643879107,20.0,398.0,-55311.81987066659,-0.002855092369438091,20.702843517397124,0.4187007519503227
650.506745200879,1384.0,0.45176479369065037,51.0,379.0,-207974.5025508727,-0.002479162841527732,5.759957697334177,0.4700193245671091
1410.2328594632872,1363.0,0.6092535286777518,32.0,508.0,-3802394.8688027738,-0.0027834300491693244,13.852337263286993,1.0346536019539891
1252.2350553637846,854.0,0.5440674766226238,50.0,578.0,-775338.0324699109,-0.0027190860674074224,10.67942758236573,1.4663173950395605
1091.568356274927,791.0,0.6196114200496972,38.0,357.0,-366230.3357517497,-0.002658936998618755,8.796028850536503,1.3799852797407421
1581.926421831561,1265.0,1.0198572005338633,68.0,356.0,-1967523.604748032,-0.002689563280594798,9.663805253927478,1.2505347208154631
1206.9640856530684,1207.0,0.641993362287984,38.0,415.0,-1463641.7763321055,-0.0027168323707674846,10.594431320172655,0.9999702449486897
1953.3868180371119,1078.0,0.7700366526891373,47.0,325.0,-1211284.777617376,-0.0026579297979041393,8.770129586321842,1.812047141036282
1577.0535850082658,939.0,0.17886726329582758,20.0,501.0,-203816.6766404126,-0.002516250517207959,6.201557018076791,1.6795032854188134
1713.1782573346686,1065.0,0.4838237622702719,68.0,560.0,-707466.8767069774,-0.0025840058450241525,7.211639788963328,1.6086180820043836
428.5673407965579,573.0,0.5507770031315881,52.0,322.0,-25110.457541297605,-0.002492650281978409,5.913081043384614,0.7479360223325618
459.7141287890757,525.0,0.7502750599178326,28.0,303.0,-108765.53410347323,-0.002733035202149854,11.237436636436149,0.8756459595982394
252.97732233601346,437.0,1.0860578375100602,39.0,401.0,-117165.77498411368,-0.0028238416715660776,17.030134349425953,0.5788954744531201
1577.010702878585,1171.0,0.8230338125253391,46.0,470.0,-3301334.811698638,-0.0027812360206402324,13.713409350020841,1.3467213517323529
773.4317256232214,1258.0,0.16520581993673367,68.0,322.0,35149.339322389096,-0.0008812425855537832,1.4159242485927135,0.6148105927052634
1314.1630740315484,854.0,0.5529907105738547,24.0,469.0,-1331531.9147443895,-0.002799423675246591,14.956899841934135,1.5388326393812042
1380.7017919398415,909.0,0.14934214213861985,20.0,539.0,-125582.7544514044,-0.0024614600072741057,5.570616928215648,1.5189238635201776
970.4764179011465,1362.0,0.7030642274001339,22.0,438.0,-4010251.5822563116,-0.0028451494774292684,19.373521962960595,0.7125377517629563
240.92117075490555,461.0,0.4491385867728812,31.0,348.0,-15732.0937083631,-0.0025809438528392103,7.158945216114236,0.5226055764748493
323.0053409189658,308.0,0.22458246398223647,22.0,335.0,-2332.143994724346,-0.002366187007399882,4.733257340927916,1.0487186393472916
505.0454504354633,571.0,0.022951921762916605,34.0,580.0,1687.188679767736,0.002256812136822458,0.5706880751902589,0.884492907943018
228.55843919152517,593.0,0.1604629740005864,24.0,414.0,-3354.274398528163,-0.0022169397663501845,3.8311229086645198,0.3854273848086428
418.1017105169998,585.0,0.459287582329191,25.0,476.0,-129630.52270478758,-0.002752139421804154,12.103578640204564,0.7147037786615381
900.0721558073171,1398.0,0.2152621775474235,54.0,536.0,-52135.67698228245,-0.002207213339162501,3.7841201778430573,0.6438284376304129
232.83951344289108,362.0,0.9966881208858644,52.0,324.0,-26140.784041942094,-0.002721365556193438,10.766795228240728,0.6432030758090914
1340.3481387808408,727.0,0.07366783097240859,59.0,596.0,17488.08828546782,-0.0007726862095290827,1.3469139430801598,1.8436700670988182
2495.328763244912,1411.0,0.8244486769716804,69.0,335.0,-1858615.797178317,-0.002585910521874988,7.24481098525839,1.7684824686356568
1387.4726960775815,883.0,0.43141766452936275,26.0,451.0,-716073.1987718457,-0.0027103603668192154,10.357698520241822,1.5713167565997526
2023.2127341410187,1183.0,0.8098904575975564,61.0,510.0,-3488756.2290945654,-0.0027552138092994884,12.255593305385469,1.7102389975832788
540.541825804872,626.0,0.1404838842341355,39.0,499.0,-851.4158241703532,-0.0019056066255603436,2.741244665827805,0.8634853447362173
194.28778587695462,348.0,0.8492412072519473,38.0,439.0,-41852.7001671364,-0.002797639073079846,14.824996335303968,0.5582982352786052
643.1386698432223,332.0,0.5595579883738114,44.0,414.0,-34437.25753380158,-0.0026436665402027114,8.41908026741761,1.9371646682024768
956.4143984343806,488.0,0.383720357078712,64.0,562.0,-48237.62902446787,-0.0025080937330623364,6.098722869859619,1.9598655705622554
937.1008754166869,1172.0,0.3237537176034375,29.0,465.0,-397958.6992276729,-0.0025859770332627846,7.245974839613497,0.799574125782156
452.3736270920128,1467.0,0.34555786390343723,38.0,457.0,-222093.8011510448,-0.0025222669815392743,6.279658060198801,0.30836648063531885
1464.2123432206786,896.0,0.19500857831002938,25.0,379.0,-64204.84981303206,-0.0022668274633045413,4.091806293674804,1.6341655616302215
265.4555350981092,712.0,1.1710305988970175,63.0,312.0,-118561.82809377553,-0.0027141940609278366,10.496632819244976,0.37283080772206345
372.0064996981577,1210.0,0.1905147043586214,35.0,538.0,-40341.5271887556,-0.0023033936404351124,4.306592896846149,0.30744338818029565
246.09609396229317,305.0,0.15683809793633308,61.0,518.0,402.7869965343506,-0.0017554795262981402,2.4105670122697287,0.8068724392206333
1096.617553880072,924.0,1.192400866254467,62.0,494.0,-2530669.216033307,-0.002825539949125566,17.19591382074753,1.1868155345022424
835.9015186603039,1206.0,0.46179211600188064,67.0,487.0,-266437.9809477524,-0.0025061979773977733,6.075309258942821,0.6931190038642652
1860.6969546170476,1393.0,1.1346607887849014,57.0,451.0,-7909862.940352372,-0.002815376999887311,16.249329705231105,1.3357479932642122
433.2007674049001,400.0,0.5671614412750654,67.0,306.0,-6299.908593053929,-0.0023601175251780613,4.688360938209496,1.0830019185122501
1566.7990858118335,1472.0,0.13408025306345162,28.0,518.0,-108252.75866743956,-0.0021261788407669784,3.4331967912440895,1.0644015528613
395.3196320859299,452.0,0.9426173252825324,68.0,546.0,-143497.23609283936,-0.0027810049042259026,13.698936907220194,0.8746009559423228
584.5557296573602,825.0,0.07520704356847596,68.0,553.0,10593.83000478575,-0.0002899406509511757,1.1069868270792442,0.708552399584679
819.8588365577746,1272.0,0.9210116822830816,45.0,502.0,-3093405.308023662,-0.0028191760407115123,16.590721781585284,0.6445431105013951
897.0944530069826,884.0,0.15221448511961988,30.0,464.0,-19055.131122009454,-0.0020947984317516563,3.3141789687851544,1.014812729645908
2610.4179602564914,1455.0,0.30299977226062424,28.0,511.0,-1927614.8786918595,-0.002608029001468971,7.653627465406771,1.7941016908979321
437.97100002319803,680.0,0.09119991846644848,49.0,447.0,4215.534682806719,-0.000854481185620986,1.3982631985766585,0.6440750000341148
394.64816957201367,367.0,0.38413815316148936,33.0,497.0,-24387.47084869841,-0.002641088723761464,8.35861171997887,1.0753356119128439
1035.975844612253,523.0,0.6761340520897245,38.0,333.0,-158567.79269262464,-0.002664922553660695,8.953154062664517,1.9808333548991452
730.4343738202726,499.0,0.7083513195502794,47.0,302.0,-65263.08191504776,-0.0025998209467103356,7.496644252962659,1.4637963403211876
1033.3264403754738,944.0,0.34317219428287904,20.0,593.0,-934204.485857519,-0.0027869790501766868,14.083121883027495,1.0946254664994426
298.23050127736315,761.0,0.824520072916523,53.0,387.0,-140063.1561144863,-0.0027156169747257737,10.549152844503086,0.39189290575211977
609.3173434619533,957.0,0.0933699809075701,44.0,337.0,10172.669590827785,-0.00037659782014940575,1.143553216141207,0.636695238727224
381.3550022679742,398.0,0.6759409297978206,38.0,352.0,-38564.81424480735,-0.0026829185532733085,9.461291510335046,0.9581783976582267
662.2546249748909,502.0,0.6312434088455339,69.0,393.0,-46159.459091744095,-0.002538986948134788,6.507407952686597,1.3192323206671135
1562.5596147494393,1338.0,0.3046158826272698,25.0,334.0,-396722.15146006574,-0.00246740129715885,5.6327587431146355,1.167832298019013
348.71932801012576,610.0,0.7515774276782952,67.0,362.0,-49025.40650749655,-0.0025918253388395205,7.349794794881957,0.5716710295247963
2306.3344854323764,1197.0,0.39671045539734545,25.0,427.0,-1671355.9146015295,-0.002680112261782101,9.378290073614755,1.9267623103027371
373.63760409742025,485.0,1.1555045493252505,46.0,538.0,-379708.20279977686,-0.002863875149787961,22.038591743733473,0.7703868125720005
993.3210048331403,877.0,0.26870144256822004,39.0,400.0,-51003.23164812561,-0.0022862099036824717,4.20291625714215,1.1326351252373321
188.1174110497874,370.0,0.5606769111260441,23.0,339.0,-18899.799321120085,-0.002737714324942419,11.437910207415614,0.5084254352696956
823.9297206013432,617.0,0.8406779821710666,27.0,413.0,-714869.3506268472,-0.002831444415664299,17.798283051987724,1.3353804223684655
319.3646536594489,531.0,0.38692626010248854,70.0,559.0,-15923.740397163096,-0.002463571845757106,5.592547625010758,0.6014400257240092
1023.6455166184223,976.0,0.37390187556262533,25.0,487.0,-583178.9907787876,-0.002702413990359473,10.081119080913412,1.0488171276828098
762.170860893231,740.0,0.7441399546549633,49.0,514.0,-573366.8766314428,-0.002771326121403189,13.119119763081844,1.0299606228286904
759.2324373680844,396.0,0.3179520389318218,41.0,577.0,-35649.46118411537,-0.0025685162552163293,6.952753229450356,1.917253629717385
1190.079383041373,1356.0,0.4820363357452646,38.0,448.0,-1107157.8563652535,-0.0026506470226538583,8.587303370904365,0.8776396630098621
662.6330226193922,526.0,0.8336565915412502,33.0,303.0,-162206.97943036343,-0.002728730404951184,11.059108926159375,1.2597585981357267
407.2314107845138,794.0,0.312905643861651,36.0,555.0,-81930.47557807427,-0.0025808868912545373,7.157972245201168,0.5128859077890602
1982.5765548462505,1252.0,0.737217312232287,55.0,348.0,-1390358.8726676558,-0.002644662160600467,8.442669671964982,1.5835275997174525
486.30450151232117,681.0,0.3822366043600074,68.0,325.0,-2090.8115868741297,-0.0020927085578822053,3.306545020415289,0.7141035264498108
2031.708331538301,1088.0,0.6993257709071297,24.0,491.0,-6124129.663248884,-0.002848501154611036,19.802131113921607,1.8673789811932915
1788.8643294136982,959.0,0.621068154127634,40.0,487.0,-1715706.6813699617,-0.002742256517844897,11.639479590000578,1.865343409190509
692.3456187959061,965.0,0.8502944550751286,41.0,529.0,-1581518.4924190359,-0.0028240145156676767,17.046860491828596,0.7174565997885037
453.57335673611374,1100.0,0.8867681005869452,57.0,578.0,-1206637.6285149613,-0.00281567234743249,16.275365948694272,0.41233941521464884
538.4939415953645,1285.0,0.6596742422563509,59.0,310.0,-188903.92365178786,-0.0025217947629115303,6.273457016626083,0.4190614331481436
145.9209177071671,309.0,0.758677341596541,62.0,567.0,-18467.58253739253,-0.002761106103601325,12.557876300838966,0.472235979634845
870.9329413556538,1075.0,0.8235525064493519,40.0,368.0,-1054445.421279125,-0.002742772852425495,11.662843631740134,0.8101701780052594
2203.170606862546,1209.0,0.7342057656210859,37.0,318.0,-2038996.928038099,-0.0026824869035256874,9.448429161858865,1.8223081942618244
1321.294795157553,920.0,0.3369775087290029,56.0,539.0,-184415.3349449065,-0.0024889635428271815,5.870422663378558,1.4361899947364705
302.3284654420322,906.0,0.7486590729578382,33.0,350.0,-238696.33699441247,-0.0027384957210938206,11.472087617642078,0.333695877971338
1448.0654792387431,1355.0,1.0512131397381803,51.0,326.0,-2690223.5951998937,-0.0027397773033594054,11.528587009239367,1.0686830105082976
623.1143630691979,627.0,1.0053336087783573,49.0,528.0,-698571.1962400351,-0.002835225433980861,18.206693377978826,0.9938028119125963
1986.4190370922336,1204.0,0.7506708517793117,23.0,549.0,-11321373.493008178,-0.002879033519532929,24.800258620541122,1.6498496985815894
1711.963955025176,1076.0,0.7928417692362718,24.0,471.0,-6034285.410623081,-0.0028606962143543453,21.535667434272437,1.5910445678672638
1169.4248126143066,842.0,0.135381238988593,30.0,337.0,3987.6419943722512,-0.0015987007938561058,2.140870405725429,1.3888655731761361
920.7001776849495,1136.0,0.9736404237374681,58.0,320.0,-799566.6163504574,-0.002691444739068265,9.722731645997497,0.8104755085254837
1327.339438786424,1203.0,0.5676292902466161,43.0,400.0,-918555.0717036732,-0.0026412522789350046,8.362422459699701,1.1033578044774928
959.2938675884012,1243.0,0.42712780294631547,70.0,358.0,-64585.95396356939,-0.0022412290266862257,3.953762209561239,0.7717569328949326
1957.2998631114167,1250.0,0.15039088443164972,56.0,444.0,60977.20482491599,-0.001609928687871599,2.158162659587992,1.5658398904891333
931.5314124962199,724.0,0.664484375088001,40.0,549.0,-777480.5813454931,-0.002786302817577999,14.038556643557932,1.2866455973704696
1174.740035275964,1041.0,0.3598399424729924,22.0,434.0,-631363.4513871308,-0.0026946607118312127,9.825135893883528,1.128472656364999
568.7294993882722,539.0,0.5991919873244876,42.0,361.0,-72535.65826517773,-0.0026286550389278494,8.078741640490758,1.055156770664698
1220.4033369869228,1375.0,0.4934607038942409,70.0,585.0,-949700.9438587882,-0.002598076742954105,7.464111487475912,0.8875660632632166
931.7827224809199,928.0,0.06850963121145015,41.0,597.0,13561.024757475368,-0.0010645769637827372,1.5500487200273418,1.004076209569957
1070.0076539987049,1420.0,0.5596983533301132,21.0,546.0,-4984680.789654611,-0.0028510530107523557,20.141394029872586,0.7535265169004964
848.3688236966011,1253.0,0.9768749989167549,56.0,584.0,-3793717.440491174,-0.002837299187367239,18.438752403600027,0.6770700907395061
428.64131492307126,364.0,0.46441453876391203,62.0,535.0,-19153.113975612436,-0.002586395135990392,7.253299612865071,1.1775860300084375
930.9700931418761,853.0,0.4282660963691839,21.0,596.0,-1063291.2338916399,-0.002821672448641682,16.822975345924117,1.0914069087243565
1245.8991803142926,875.0,1.06831820169802,57.0,510.0,-2402525.976446212,-0.0028265966079155467,17.30069962264,1.4238847775020487
2029.2449653513652,1076.0,0.3899915958442409,23.0,403.0,-1114986.6358518188,-0.0026828047699909525,9.457897585390647,1.8859153953079602
637.2911324176612,444.0,0.7134727249142039,23.0,311.0,-130321.86817083876,-0.002775327882825501,13.352791782657885,1.4353403883280658
215.05307217653325,573.0,0.574151771147347,57.0,410.0,-23757.374160715706,-0.002598655027452434,7.474866275157967,0.3753107716867945
559.1864540162148,1179.0,0.0810931274406429,22.0,559.0,-7472.047894038055,-0.0019480722080597965,2.8519067781893286,0.4742887650688845
222.6699823240652,466.0,0.21332026943541038,34.0,572.0,-6555.392097938786,-0.002426489527154608,5.2309419653941465,0.4778325800945605
880.967466854683,770.0,1.1403954944737065,42.0,403.0,-1305076.9371438648,-0.0028252206196605592,17.164496144646264,1.1441135933177702
1098.639225654246,560.0,0.9091512666130355,42.0,592.0,-1212377.7930188652,-0.002850757374922766,20.101495792153763,1.961855760096868
655.9493498365414,525.0,0.4947192241560434,61.0,302.0,-11905.333179221516,-0.002323266551994721,4.433060031010314,1.2494273330219836
1717.001642932475,1399.0,0.9434769625727344,60.0,378.0,-2991892.314201905,-0.0027211429122998266,10.758198849245659,1.2273063923748928
1046.7366591129032,1192.0,0.740536472826282,52.0,592.0,-2581492.6712216027,-0.0027947557808520192,14.616733238352529,0.8781347811349859
2148.915733235583,1278.0,0.12609042816605398,53.0,496.0,67140.7022581296,-0.0015490512522727705,2.0676126601295937,1.6814677098869977
1193.2162541116916,946.0,0.5822434718443531,49.0,436.0,-555034.5722071576,-0.0026554571964032864,8.707191004086365,1.261327964177264
2634.2224741855753,1353.0,0.11671344933203509,36.0,411.0,50008.58244052221,-0.001482687980579875,1.9771806731923984,1.9469493526870476
2660.342420326535,1367.0,0.5005528094506178,67.0,546.0,-1901457.8568419006,-0.002593663538985844,7.38304407266934,1.9461173521042685
1128.2519783340376,682.0,0.16654529914152338,21.0,391.0,-28160.918038356464,-0.0023010127330022217,4.291923675355785,1.6543284139795273
269.6570777191286,488.0,0.719572410131402,24.0,553.0,-223670.866671752,-0.0028692713689830686,22.948301199692352,0.5525759789326405
596.3554891530505,411.0,1.1048357944633267,66.0,360.0,-101968.15175964401,-0.002724959128295072,10.90746979313856,1.4509865916132616
223.43859195472908,404.0,0.9017273436769031,34.0,421.0,-77085.58548706352,-0.002815663146476962,16.27455358309602,0.5530658216701215
1833.699523332406,1285.0,1.0084759538736376,43.0,567.0,-11811638.131403338,-0.0028575490554058553,21.059881410735912,1.4270035201030398
680.8290781070442,462.0,0.8484022000476773,33.0,376.0,-217239.16581921908,-0.0027851965239704753,13.966254436160284,1.4736560132187104
665.9153455203325,1039.0,0.8886453617888871,57.0,597.0,-1706631.4269680541,-0.0028219157206586343,16.845956370182282,0.6409194855826107
1596.802226260598,1210.0,0.5490945384783354,33.0,537.0,-2933923.873709424,-0.0027676142324421465,12.909568565782049,1.319671261372395
163.5864266108092,374.0,0.8536108883516955,39.0,308.0,-17840.127945805343,-0.002708196938123686,10.280906515201698,0.43739686259574656
390.0811887037511,926.0,0.2981010456161005,30.0,335.0,-32003.891968232307,-0.0023598069503929947,4.686086488820216,0.42125398348137266
1840.2460648230501,1262.0,0.5976778363326474,21.0,521.0,-7047782.937432589,-0.002853824857333982,20.52332527462905,1.4581981496220682
688.8629511124221,736.0,1.3722132786692753,70.0,414.0,-800023.8392222096,-0.0027957652592750116,14.688979893188877,0.9359550966201388
1702.3515761289107,1402.0,0.45162262150257215,25.0,326.0,-1213993.8683556619,-0.002631950842939723,8.151085099506632,1.2142307960976537
1195.8715725397888,635.0,0.6128169893374944,32.0,498.0,-678408.1940979175,-0.002780365872195418,13.65907944265029,1.8832623189602973
1525.5220385780353,1083.0,0.7358064826189672,41.0,444.0,-2155356.318501497,-0.002757698955162639,12.381292049374677,1.4086076071819347
266.46078482495574,826.0,0.64706054124446,47.0,455.0,-143699.62320352157,-0.0027092272596979253,10.317335789054347,0.3225917491827551
441.9641468994371,769.0,1.285544321832585,60.0,588.0,-1266529.4895828355,-0.002868434988830163,22.802415120288387,0.5747258087118817
942.1789401531178,1352.0,0.8745656333828262,29.0,451.0,-4755436.485910563,-0.0028419759454597127,18.98445150472433,0.6968779143144362
1230.9886769317902,869.0,0.7004976196967645,64.0,536.0,-855470.4157374852,-0.0027174716341693403,10.618402832507515,1.4165577410032109
1987.8294349386185,1236.0,0.8095865673939338,26.0,500.0,-10028701.867903229,-0.0028607807928893703,21.54875079568629,1.6082762418597238
414.9543817823715,398.0,0.22525297104111597,62.0,528.0,-1003.7895517790668,-0.0021359462167419964,3.4720060928246754,1.0425989492019385
2140.180347268803,1094.0,0.6972992273567228,62.0,329.0,-691387.076789151,-0.0025520493773033975,6.697166714358833,1.9562891656936041
925.7832302388387,786.0,0.10550917343497157,42.0,393.0,9942.983023712219,-0.0010628289813769563,1.5486500526589664,1.1778412598458508
396.43838846601057,417.0,0.5020943085669219,20.0,592.0,-158645.40690835493,-0.0028541581728732317,20.57023049630573,0.9506915790551812
1110.7894078395798,923.0,0.6853520090025927,36.0,505.0,-1524703.6551357636,-0.002789703252414943,14.265555860708744,1.20345547978286
762.8616493300294,614.0,0.03826967652542723,22.0,403.0,2606.4265988289935,9.18751548924546e-05,0.9702849726169974,1.2424456829479307
1598.0396038509186,1346.0,0.2253609980639818,31.0,536.0,-451872.8154407698,-0.0024577640836618165,5.5326471552447805,1.187250820097265
407.1270822410753,543.0,0.5511930996080304,41.0,367.0,-46192.39665999421,-0.002608680012940894,7.666360265791561,0.749773632119844
994.4014918014142,868.0,0.36820399414415217,20.0,323.0,-222573.71782014164,-0.002635499537076597,8.230442222045754,1.1456238384808919
1142.4624873929924,807.0,0.3812008583632144,59.0,309.0,-15283.284380410627,-0.0021697799845384292,3.6134999688391205,1.4156908146133735
347.12238064467874,745.0,0.8062715304727515,23.0,376.0,-394445.54949909175,-0.002835556098461679,18.24330347270977,0.46593608140225334
496.06602056348345,324.0,0.297144437616615,70.0,405.0,-70.7525250624728,-0.0020358847576641874,3.111661208396356,1.5310679647021095
1823.9750598442479,927.0,0.8711268920213837,42.0,309.0,-1168687.7546643917,-0.002701591744335338,10.053341162823813,1.967610636293687
588.4044791759324,688.0,1.018687090305982,53.0,326.0,-248420.5114791195,-0.0027267517020354444,10.979025385875039,0.8552390685696691
1190.3382359988182,821.0,0.3605152424536024,20.0,316.0,-214861.83282153992,-0.0026194792115580173,7.883931945698157,1.4498638684516665
842.2567007654729,644.0,0.18215950623278876,37.0,321.0,1437.5143572302331,-0.0017322031126306048,2.366309643041343,1.307852019822163
1000.1486116872377,985.0,1.0878554678560255,56.0,560.0,-3191696.6036560466,-0.0028476360096560765,19.689691725900914,1.0153793012053174
2618.3475735314005,1353.0,1.2366371488866716,63.0,578.0,-19439085.272086024,-0.0028539088326203607,20.535122374674888,1.9352162405997047
923.7391488250045,777.0,0.6918350511366882,49.0,512.0,-642479.4597727241,-0.002753076867319276,12.149529966797612,1.1888534733912541
613.6661046002697,1302.0,0.6461127358578858,43.0,464.0,-967180.3395201638,-0.0027283012393749463,11.041640356026585,0.47132573317993065
512.2669910500965,1215.0,0.5742525706975009,26.0,366.0,-596838.9252156345,-0.002731868140095493,11.188524933472737,0.4216189226749766
